port,port_lat,port_lon,port_state,mandi,mandi_lat,mandi_lon,mandi_state,fish_type,fish_size,mandi_price_inr_per_kg,distance_km,transport_cost_inr_per_kg,net_price_inr_per_kg
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Tuna,Small,307.8,52.87,132.18,175.62
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Tuna,Medium,281.0,52.87,132.18,148.82
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Tuna,Large,301.2,52.87,132.18,169.02
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Pomfret,Small,456.3,52.87,132.18,324.12
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Pomfret,Medium,634.0,52.87,132.18,501.82
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Pomfret,Large,784.8,52.87,132.18,652.62
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Seer Fish,Small,661.5,52.87,132.18,529.32
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Seer Fish,Medium,593.0,52.87,132.18,460.82
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Seer Fish,Large,561.6,52.87,132.18,429.42
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Prawn,Small,240.3,52.87,132.18,108.12
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Prawn,Medium,506.0,52.87,132.18,373.82
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Prawn,Large,392.4,52.87,132.18,260.22
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Mackerel,Small,183.6,52.87,132.18,51.42
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Mackerel,Medium,202.0,52.87,132.18,69.82
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Mackerel,Large,243.6,52.87,132.18,111.42
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Sardine,Small,87.3,52.87,132.18,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Sardine,Medium,110.0,52.87,132.18,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Sardine,Large,146.4,52.87,132.18,14.22
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Tuna,Small,315.9,53.15,132.87,183.03
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Tuna,Medium,348.0,53.15,132.87,215.13
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Tuna,Large,272.4,53.15,132.87,139.53
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Pomfret,Small,363.6,53.15,132.87,230.73
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Pomfret,Medium,708.0,53.15,132.87,575.13
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Pomfret,Large,576.0,53.15,132.87,443.13
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Seer Fish,Small,663.3,53.15,132.87,530.43
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Seer Fish,Medium,715.0,53.15,132.87,582.13
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Seer Fish,Large,978.0,53.15,132.87,845.13
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Prawn,Small,369.9,53.15,132.87,237.03
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Prawn,Medium,336.0,53.15,132.87,203.13
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Prawn,Large,364.8,53.15,132.87,231.93
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Mackerel,Small,108.9,53.15,132.87,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Mackerel,Medium,182.0,53.15,132.87,49.13
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Mackerel,Large,116.4,53.15,132.87,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Sardine,Small,111.6,53.15,132.87,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Sardine,Medium,116.0,53.15,132.87,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Sardine,Large,151.2,53.15,132.87,18.33
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Tuna,Small,261.9,54.21,135.53,126.37
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Tuna,Medium,273.0,54.21,135.53,137.47
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Tuna,Large,343.2,54.21,135.53,207.67
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Pomfret,Small,360.0,54.21,135.53,224.47
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Pomfret,Medium,446.0,54.21,135.53,310.47
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Pomfret,Large,529.2,54.21,135.53,393.67
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Seer Fish,Small,641.7,54.21,135.53,506.17
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Seer Fish,Medium,740.0,54.21,135.53,604.47
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Seer Fish,Large,654.0,54.21,135.53,518.47
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Prawn,Small,303.3,54.21,135.53,167.77
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Prawn,Medium,327.0,54.21,135.53,191.47
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Prawn,Large,644.4,54.21,135.53,508.87
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Mackerel,Small,188.1,54.21,135.53,52.57
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Mackerel,Medium,135.0,54.21,135.53,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Mackerel,Large,172.8,54.21,135.53,37.27
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Sardine,Small,96.3,54.21,135.53,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Sardine,Medium,141.0,54.21,135.53,5.47
Alappuzha Landing,9.4981,76.3388,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Sardine,Large,79.2,54.21,135.53,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Tuna,Small,263.7,74.07,185.18,78.52
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Tuna,Medium,226.0,74.07,185.18,40.82
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Tuna,Large,456.0,74.07,185.18,270.82
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Pomfret,Small,450.0,74.07,185.18,264.82
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Pomfret,Medium,434.0,74.07,185.18,248.82
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Pomfret,Large,595.2,74.07,185.18,410.02
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Seer Fish,Small,504.9,74.07,185.18,319.72
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Seer Fish,Medium,830.0,74.07,185.18,644.82
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Seer Fish,Large,582.0,74.07,185.18,396.82
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Prawn,Small,480.6,74.07,185.18,295.42
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Prawn,Medium,437.0,74.07,185.18,251.82
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Prawn,Large,397.2,74.07,185.18,212.02
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Mackerel,Small,81.9,74.07,185.18,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Mackerel,Medium,218.0,74.07,185.18,32.82
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Mackerel,Large,163.2,74.07,185.18,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Sardine,Small,115.2,74.07,185.18,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Sardine,Medium,79.0,74.07,185.18,0.0
Alappuzha Landing,9.4981,76.3388,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Sardine,Large,84.0,74.07,185.18,0.0
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Tuna,Small,314.1,0.18,0.46,313.64
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Tuna,Medium,338.0,0.18,0.46,337.54
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Tuna,Large,430.8,0.18,0.46,430.34
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Pomfret,Small,332.1,0.18,0.46,331.64
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Pomfret,Medium,610.0,0.18,0.46,609.54
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Pomfret,Large,770.4,0.18,0.46,769.94
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Seer Fish,Small,634.5,0.18,0.46,634.04
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Seer Fish,Medium,671.0,0.18,0.46,670.54
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Seer Fish,Large,1010.4,0.18,0.46,1009.94
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Prawn,Small,427.5,0.18,0.46,427.04
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Prawn,Medium,302.0,0.18,0.46,301.54
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Prawn,Large,709.2,0.18,0.46,708.74
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Mackerel,Small,177.3,0.18,0.46,176.84
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Mackerel,Medium,113.0,0.18,0.46,112.54
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Mackerel,Large,204.0,0.18,0.46,203.54
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Sardine,Small,119.7,0.18,0.46,119.24
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Sardine,Medium,89.0,0.18,0.46,88.54
Kollam Harbour,8.882,76.591,Kerala,Kollam Fish Market,8.8806,76.5919,Kerala,Sardine,Large,141.6,0.18,0.46,141.14
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Tuna,Small,312.3,34.81,87.03,225.27
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Tuna,Medium,333.0,34.81,87.03,245.97
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Tuna,Large,400.8,34.81,87.03,313.77
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Pomfret,Small,502.2,34.81,87.03,415.17
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Pomfret,Medium,363.0,34.81,87.03,275.97
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Pomfret,Large,429.6,34.81,87.03,342.57
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Seer Fish,Small,440.1,34.81,87.03,353.07
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Seer Fish,Medium,686.0,34.81,87.03,598.97
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Seer Fish,Large,876.0,34.81,87.03,788.97
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Prawn,Small,405.0,34.81,87.03,317.97
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Prawn,Medium,495.0,34.81,87.03,407.97
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Prawn,Large,632.4,34.81,87.03,545.37
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Mackerel,Small,83.7,34.81,87.03,0.0
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Mackerel,Medium,118.0,34.81,87.03,30.97
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Mackerel,Large,237.6,34.81,87.03,150.57
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Sardine,Small,131.4,34.81,87.03,44.37
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Sardine,Medium,96.0,34.81,87.03,8.97
Kollam Harbour,8.882,76.591,Kerala,Kayamkulam Fish Market,9.176,76.482,Kerala,Sardine,Large,160.8,34.81,87.03,73.77
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Tuna,Small,260.1,73.91,184.78,75.32
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Tuna,Medium,365.0,73.91,184.78,180.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Tuna,Large,416.4,73.91,184.78,231.62
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Pomfret,Small,621.0,73.91,184.78,436.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Pomfret,Medium,391.0,73.91,184.78,206.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Pomfret,Large,846.0,73.91,184.78,661.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Seer Fish,Small,441.0,73.91,184.78,256.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Seer Fish,Medium,483.0,73.91,184.78,298.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Seer Fish,Large,559.2,73.91,184.78,374.42
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Prawn,Small,372.6,73.91,184.78,187.82
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Prawn,Medium,402.0,73.91,184.78,217.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Prawn,Large,390.0,73.91,184.78,205.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Mackerel,Small,158.4,73.91,184.78,0.0
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Mackerel,Medium,206.0,73.91,184.78,21.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Mackerel,Large,234.0,73.91,184.78,49.22
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Sardine,Small,130.5,73.91,184.78,0.0
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Sardine,Medium,144.0,73.91,184.78,0.0
Kollam Harbour,8.882,76.591,Kerala,Alappuzha Fish Market,9.498,76.338,Kerala,Sardine,Large,103.2,73.91,184.78,0.0
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Tuna,Small,248.4,126.25,315.62,0.0
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Tuna,Medium,250.0,126.25,315.62,0.0
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Tuna,Large,423.6,126.25,315.62,107.98
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Pomfret,Small,511.2,126.25,315.62,195.58
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Pomfret,Medium,517.0,126.25,315.62,201.38
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Pomfret,Large,536.4,126.25,315.62,220.78
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Seer Fish,Small,645.3,126.25,315.62,329.68
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Seer Fish,Medium,686.0,126.25,315.62,370.38
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Seer Fish,Large,909.6,126.25,315.62,593.98
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Prawn,Small,379.8,126.25,315.62,64.18
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Prawn,Medium,439.0,126.25,315.62,123.38
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Prawn,Large,445.2,126.25,315.62,129.58
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Mackerel,Small,121.5,126.25,315.62,0.0
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Mackerel,Medium,153.0,126.25,315.62,0.0
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Mackerel,Large,262.8,126.25,315.62,0.0
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Sardine,Small,101.7,126.25,315.62,0.0
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Sardine,Medium,124.0,126.25,315.62,0.0
Kollam Harbour,8.882,76.591,Kerala,Fort Kochi Fish Market,9.9639,76.2419,Kerala,Sardine,Large,132.0,126.25,315.62,0.0
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Tuna,Small,229.5,126.6,316.49,0.0
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Tuna,Medium,334.0,126.6,316.49,17.51
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Tuna,Large,294.0,126.6,316.49,0.0
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Pomfret,Small,340.2,126.6,316.49,23.71
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Pomfret,Medium,498.0,126.6,316.49,181.51
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Pomfret,Large,739.2,126.6,316.49,422.71
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Seer Fish,Small,670.5,126.6,316.49,354.01
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Seer Fish,Medium,460.0,126.6,316.49,143.51
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Seer Fish,Large,735.6,126.6,316.49,419.11
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Prawn,Small,325.8,126.6,316.49,9.31
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Prawn,Medium,436.0,126.6,316.49,119.51
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Prawn,Large,652.8,126.6,316.49,336.31
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Mackerel,Small,128.7,126.6,316.49,0.0
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Mackerel,Medium,187.0,126.6,316.49,0.0
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Mackerel,Large,172.8,126.6,316.49,0.0
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Sardine,Small,74.7,126.6,316.49,0.0
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Sardine,Medium,81.0,126.6,316.49,0.0
Kollam Harbour,8.882,76.591,Kerala,"Vypin Fish Market, Kochi",9.965,76.235,Kerala,Sardine,Large,153.6,126.6,316.49,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Tuna,Small,247.5,127.08,317.71,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Tuna,Medium,252.0,127.08,317.71,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Tuna,Large,306.0,127.08,317.71,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Pomfret,Small,529.2,127.08,317.71,211.49
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Pomfret,Medium,497.0,127.08,317.71,179.29
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Pomfret,Large,691.2,127.08,317.71,373.49
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Seer Fish,Small,623.7,127.08,317.71,305.99
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Seer Fish,Medium,786.0,127.08,317.71,468.29
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Seer Fish,Large,976.8,127.08,317.71,659.09
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Prawn,Small,405.0,127.08,317.71,87.29
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Prawn,Medium,403.0,127.08,317.71,85.29
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Prawn,Large,386.4,127.08,317.71,68.69
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Mackerel,Small,116.1,127.08,317.71,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Mackerel,Medium,106.0,127.08,317.71,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Mackerel,Large,261.6,127.08,317.71,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Sardine,Small,133.2,127.08,317.71,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Sardine,Medium,120.0,127.08,317.71,0.0
Kollam Harbour,8.882,76.591,Kerala,Ernakulam Fish Market,9.9816,76.2752,Kerala,Sardine,Large,122.4,127.08,317.71,0.0
Chennai (Kasimedu),13.1195,80.301,Tamil Nadu,"Kasimedu Fish Market, Chennai",13.1176,80.3018,Tamil Nadu,Tuna,Small,290.7,0.23,0.57,290.13
Chennai (Kasimedu),13.1195,80.301,Tamil Nadu,"Kasimedu Fish Market, Chennai",13.1176,80.3018,Tamil Nadu,Tuna,Medium,261.0,0.23,0.57,260.43
Chennai (Kasimedu),13.1195,80.301,Tamil Nadu,"Kasimedu Fish Market, Chennai",13.1176,80.3018,Tamil Nadu,Tuna,Large,292.8,0.23,0.57,292.23
Chennai (Kasimedu),13.1195,80.301,Tamil Nadu,"Kasimedu Fish Market, Chennai",13.1176,80.3018,Tamil Nadu,Pomfret,Small,349.2,0.23,0.57,348.63
